ID,人数,順位,ゲームの時間,送ったライン合計,APM,日付,(JST),リプレイ
NKBA2U,2,2/2,55.45,16,31.38,2021-03-15,19:35:52,---
RK43XK,2,2/2,18.01,0,3.33,2021-03-15,19:34:53,---
LTPUUK,2,2/2,14.08,0,0.0,2021-03-15,19:34:31,---
4ESZ9F,2,2/2,19.17,9,31.3,2021-03-15,19:34:13,---
D6ULHY,6,2/6,1:18.160,43,45.29,2021-03-15,19:33:46,---
CNVON7,6,3/6,1:22.490,47,51.64,2021-03-15,19:32:21,---
SZNHNP,6,2/6,1:24.480,53,41.9,2021-03-15,19:30:38,---
1Y0JNP,6,5/6,36.33,13,34.68,2021-03-15,19:29:07,---
PMZV8S,6,2/6,1:50.900,43,40.04,2021-03-15,19:26:46,---
HYVK54,7,2/7,2:03.330,63,40.87,2020-03-15,22:19:40,---
7GEKG7,5,2/5,2:22.530,68,33.26,2021-03-15,18:51:08,---
M8BGQJ,5,1/5,1:35.500,70,47.75,2021-03-15,18:48:37,---
2A0IFL,43,3/43,2:25.480,83,40.01,2021-03-15,17:29:16,---
T0A1KK,37,7/37,2:56.580,110,44.17,2021-03-15,17:26:28,---
H79XUJ,40,7/40,2:56.610,72,27.52,2021-03-15,17:23:19,---
107SE5,37,2/37,3:02.050,72,28.34,2021-03-15,17:20:14,---
GIIAT1,38,5/38,2:54.770,82,30.9,2021-03-15,17:17:06,---
6Q2N66,36,4/36,2:57.270,111,45.02,2021-03-15,17:14:00,---
YOYLBB,35,1/35,3:00.080,78,32.32,2021-03-15,17:10:56,---
HQH44T,40,16/40,2:18.830,59,29.39,2021-03-15,17:07:50,---
W1F4KO,5,3/5,45.16,8,10.63,2021-03-15,05:40:12,---
OKC8YU,4,1/4,2:03.960,73,47.43,2021-03-15,05:39:02,---
ZR4R4G,6,2/6,2:10.930,66,35.29,2021-03-15,05:36:52,---
N5791R,6,2/6,1:09.610,42,51.72,2021-03-15,05:34:36,---
1B0NNF,4,3/4,1:11.870,26,35.9,2021-03-15,05:33:19,---
CD8XCD,5,2/5,2:22.870,65,30.24,2021-03-15,05:30:57,---
4QC7MQ,6,1/6,2:13.360,108,58.04,2021-03-15,05:28:27,---
5XMEII,3,2/3,2:26.960,88,42.46,2021-03-15,05:26:06,---
XOJ0FA,5,1/5,2:30.470,77,34.69,2021-03-15,05:23:34,---
C4A3FK,7,2/7,1:40.170,63,46.72,2021-03-14,22:38:20,---
BNXQQZ,6,3/6,1:12.780,18,20.61,2021-03-14,22:36:36,---
QCIOOW,6,6/6,8.76,0,0.0,2021-03-14,22:34:07,---
3NQ6EP,5,3/5,39.03,19,33.82,2021-03-14,22:29:17,---
Q4MLXA,6,5/6,1:35.650,40,41.4,2021-03-14,22:27:51,---
7IDXHT,5,3/5,1:21.890,33,32.97,2021-03-14,22:25:20,---
26IVWX,3,2/3,1:22.260,51,39.39,2020-04-04,14:56:22,---
GDID28,6,4/6,53.73,26,34.62,2021-03-13,17:10:44,---
Y7DPVR,5,3/5,40.1,11,23.94,2021-03-13,17:06:00,---
Z0GX8O,6,2/6,1:52.570,36,36.78,2021-03-11,15:02:33,---
P8TGNN,3,2/3,2:06.610,67,41.23,2021-03-11,15:00:27,---
N2JWLD,4,2/4,2:19.030,55,31.5,2021-03-11,14:58:09,---
9TP9N4,6,2/6,2:22.400,80,39.61,2021-03-11,14:55:43,---
GPCYGX,6,5/6,32.43,6,11.1,2021-03-11,14:53:15,---
KYHR8Z,5,5/5,21.3,1,2.82,2021-03-11,14:52:17,---
83VCHW,4,2/4,1:46.870,44,44.35,2021-03-10,18:44:02,---
U1IATL,4,1/4,1:59.810,60,37.06,2021-03-10,18:42:07,---
AWEWHF,6,1/6,2:14.770,53,32.5,2021-03-10,18:40:03,---
Q6ETYP,4,4/4,1:33.320,45,33.43,2021-03-10,18:37:44,---
DGDS9M,4,3/4,22.65,1,5.3,2021-03-10,18:35:18,---
UBQI9Q,4,1/4,1:18.750,33,39.62,2021-03-10,18:34:31,---
3TIGUV,2,2/2,40.42,28,51.95,2021-03-10,18:33:08,---
ML7M1G,2,2/2,23.93,7,25.07,2021-03-10,18:32:23,---
4VK8FA,2,2/2,14.18,0,21.16,2021-03-10,18:31:54,---
K698M7,2,2/2,32.8,9,40.24,2021-03-10,18:31:35,---
0QBMMM,2,2/2,34.6,10,31.21,2021-03-10,18:30:58,---
FOZEMV,2,1/2,20.39,17,55.91,2021-03-10,18:30:19,---
9KQ29Z,2,1/2,36.08,15,31.6,2021-03-10,18:29:50,---
3Q2I1H,3,1/3,48.75,41,67.69,2021-03-10,18:29:06,---
D8PARL,6,2/6,1:47.470,55,36.85,2021-03-10,18:28:13,---
1KKQ9U,4,2/4,1:13.850,42,45.5,2021-03-10,18:26:21,---
VCHJWW,44,12/44,2:20.200,71,35.95,2021-03-09,04:10:44,---
T5CCQ6,5,2/5,52.12,24,39.14,2021-03-09,00:04:06,---
XJPL2H,3,2/3,2:02.580,53,41.12,2021-03-09,00:03:10,---
ZGU4F2,6,3/6,2:21.660,78,51.67,2021-03-09,00:01:03,---
Y6IO17,6,5/6,1:10.600,40,39.09,2021-03-08,23:58:32,---
NWXRMH,6,4/6,1:01.100,36,50.08,2021-03-08,23:56:02,---
K8I8QE,6,5/6,21.17,0,0.0,2021-03-08,23:53:40,---
O6CJSS,6,4/6,59.48,26,35.31,2021-03-08,23:50:38,---
IZMFF5,4,1/4,1:13.290,55,48.3,2021-03-08,18:16:53,---
LDX7R0,5,3/5,41.27,20,30.53,2021-03-08,18:15:30,---
LRC4O4,5,5/5,1:00.630,29,39.58,2021-03-08,18:13:44,---
7QI1MR,6,1/6,2:22.980,83,43.22,2021-03-08,18:11:17,---
V8WK7B,3,1/3,1:27.050,52,44.11,2021-03-08,18:08:49,---
OUDK5O,1,1/1,28.55,0,6.3,2021-03-08,00:16:13,---
RRDC11,4,1/4,2:18.930,54,31.96,2021-03-05,01:59:09,---
4BBNGK,6,2/6,2:17.880,97,47.43,2021-03-05,01:56:47,---
6T7BCS,6,5/6,1:11.950,19,34.19,2021-03-05,01:54:25,---
298RNH,6,6/6,28.79,7,31.26,2020-12-21,01:47:27,---
3GPP6D,6,2/6,1:54.800,68,44.95,2021-03-05,01:48:52,---
QZFURS,6,5/6,40.2,14,20.9,2021-03-05,01:46:53,---
YWWRE6,5,3/5,1:51.920,57,37.53,2021-03-05,01:44:30,---
NF33TX,5,2/5,1:44.190,67,42.04,2021-03-05,01:41:58,---
6D92CO,6,1/6,2:04.750,72,45.21,2021-03-05,01:40:10,---
QMRYS1,5,1/5,2:07.390,72,43.33,2021-03-05,01:38:00,---
FIPVXK,5,4/5,1:02.300,13,23.11,2021-03-04,23:44:55,---
FRQLAB,5,2/5,1:11.330,36,33.65,2021-03-04,23:43:05,---
LUX5OK,5,3/5,1:08.980,20,20.88,2021-03-04,23:41:43,---
KJGW6X,6,2/6,1:43.240,60,41.84,2021-03-04,23:39:59,---
H54RCE,5,4/5,26.24,9,34.3,2021-03-04,23:38:09,---
GOJNXS,6,3/6,52.04,26,32.28,2021-03-04,23:36:51,---
7V9R5X,5,3/5,1:06.790,20,26.95,2021-03-04,23:35:03,---
IMOKCZ,7,2/7,2:16.640,78,45.67,2021-03-04,23:32:55,---
B71E1B,6,3/6,1:30.350,25,29.22,2021-03-04,23:30:35,---
NZFLK4,5,2/5,1:26.530,46,42.99,2021-03-04,23:28:05,---
6VCHQK,2,2/2,42.32,16,24.1,2021-03-04,19:40:32,---
27YCX2,3,2/3,2:02.400,43,25.98,2021-03-04,19:39:35,---
SS3677,4,1/4,2:18.990,89,46.62,2021-03-04,19:37:26,---
WNCAZ3,2,2/2,58.79,33,37.76,2021-03-04,19:35:01,---
WTN20Y,5,4/5,39.61,15,34.84,2021-03-04,19:33:57,---
Q1PWQT,36,2/36,3:02.620,119,41.73,2021-03-02,00:45:57,---
N0ZDH9,39,1/39,3:01.440,72,27.78,2021-03-02,00:42:49,---
P4RYF0,38,3/38,2:57.820,117,44.2,2021-03-02,00:39:41,---
SC70FT,42,2/42,3:00.520,114,42.21,2021-03-02,00:36:37,---
N7IYM0,38,14/38,2:13.700,58,32.76,2021-03-01,23:56:37,---
JDZC4E,42,6/42,2:56.590,113,41.11,2021-03-01,23:53:28,---
AQF319,36,7/36,2:26.340,81,38.95,2021-03-01,23:50:19,---
KUAK7T,40,9/40,2:22.300,118,54.39,2021-03-01,23:47:19,---
8WF0VY,40,12/40,2:23.500,71,35.12,2021-03-01,23:44:14,---
N35TTV,37,8/37,2:21.500,66,33.5,2021-03-01,23:41:11,---
MLQR60,38,15/38,2:00.500,0,0.0,2021-03-01,23:35:00,---
RD7AUI,5,1/5,2:11.570,78,41.04,2021-02-25,15:52:05,---
3F1Q5X,5,1/5,2:07.310,74,46.66,2021-02-25,15:49:50,---
69XIFR,4,4/4,35.79,4,10.06,2021-02-25,15:47:30,---
J04R51,5,2/5,2:22.700,86,42.47,2021-02-25,04:54:01,---
SR33OV,4,1/4,1:23.090,46,35.38,2021-02-25,04:51:34,---
6JA90T,4,1/4,2:19.090,85,39.26,2021-02-25,04:50:07,---
86KD9Q,5,2/5,1:54.270,65,40.96,2021-02-25,04:34:46,---
VJTEGN,6,6/6,15.78,10,41.82,2021-02-25,04:20:01,---
DHZNV4,4,1/4,2:12.490,60,33.06,2021-02-25,01:48:27,---
LVJ6DB,6,3/6,44.7,18,37.58,2021-02-24,16:45:20,---
WP4XDJ,6,3/6,2:11.570,86,46.06,2021-02-24,16:30:47,---
E6RMZR,45,7/45,2:56.960,54,28.82,2021-02-24,15:36:39,---
R6AZ8L,41,6/41,2:55.680,105,44.74,2021-02-24,15:33:25,---
KGHL2G,41,10/41,2:21.910,59,30.86,2021-02-24,15:30:18,---
TNDOAW,41,7/41,2:55.490,83,36.24,2021-02-21,21:51:54,---
CUBAJ1,5,2/5,1:34.100,61,51.65,2021-02-13,22:09:36,---
7DPDRS,1,1/1,4.89,0,797.53,2021-02-13,21:20:29,---
07IJ41,1,1/1,3.8,0,0.0,2021-02-13,21:19:59,---
QTJ2Z7,1,1/1,45.36,0,17.2,2021-02-13,21:19:17,---
2MGZ9H,1,1/1,30.64,0,17.62,2021-02-13,21:18:27,---
OYA3VM,4,1/4,1:39.440,0,10.86,2021-02-13,21:15:51,---
25ILFD,1,1/1,45.27,0,15.9,2021-02-13,13:15:21,---
UEDKT9,2,1/2,21.45,0,8.39,2021-02-13,13:14:29,---
YKTWZL,1,1/1,1:04.860,0,7.4,2021-02-13,13:13:50,---
HSVDQN,1,1/1,46.67,0,6.43,2021-02-13,13:12:41,---
Z74MM5,3,1/3,53.15,0,23.71,2021-02-13,00:32:40,---
ALD3YX,8,3/8,18.94,0,3.17,2021-02-13,00:31:04,---
7AWUEH,4,2/4,48.81,43,54.09,2021-02-09,21:37:01,---
1SE8C7,5,4/5,32.16,24,46.64,2021-02-09,21:36:08,---
BVWWB2,5,1/5,1:40.100,69,58.14,2021-02-09,21:34:36,---
9U91BU,5,3/5,1:38.500,38,37.16,2021-02-09,21:32:47,---
UXTANP,39,3/39,2:57.180,77,30.82,2021-02-04,00:13:07,---
229CY8,39,1/39,3:03.960,96,36.86,2021-01-30,17:37:23,---
8PCAWG,5,2/5,1:53.600,51,33.8,2021-01-30,16:27:57,---
5WKG9H,5,5/5,8.72,0,0.0,2021-01-30,15:46:34,---
UPT0VM,6,6/6,23.54,5,25.49,2021-01-30,15:45:32,---
5CD56E,5,4/5,43.11,19,27.84,2021-01-30,15:43:47,---
QNXAPK,4,2/4,1:45.760,58,42.55,2021-01-30,15:41:34,---
BULWAJ,5,1/5,1:02.640,24,24.9,2021-01-30,15:39:43,---
FKMZOO,6,3/6,1:29.050,39,36.38,2021-01-30,15:38:31,---
15MPG6,5,4/5,42.05,13,31.39,2021-01-30,15:36:20,---
7SNPMA,5,3/5,1:29.790,53,50.79,2021-01-30,15:34:33,---
HSMMYP,5,3/5,49.99,17,25.2,2021-01-30,15:32:31,---
B0WD2G,6,6/6,29.48,11,22.39,2021-01-30,15:31:13,---
MFYG7S,5,3/5,2:04.810,85,44.23,2021-01-30,15:30:05,---
S5UIUB,6,5/6,1:13.440,42,45.75,2021-01-30,15:27:45,---
7KB5U3,6,5/6,1:40.040,65,49.78,2021-01-30,15:25:18,---
L148C3,6,3/6,2:18.560,63,34.21,2021-01-30,15:22:42,---
DTXN30,6,2/6,2:24.960,82,41.8,2021-01-30,15:20:19,---
841NED,7,3/7,1:31.180,49,40.8,2021-01-30,15:17:48,---
H9BLBM,5,3/5,2:10.010,61,35.07,2021-01-30,15:15:35,---
EBZIGP,6,5/6,49.44,20,27.91,2021-01-30,15:12:59,---
D9DX2M,6,5/6,40.62,14,25.11,2021-01-30,15:10:34,---
VXO4I7,5,1/5,2:26.450,70,43.43,2021-01-29,13:37:18,---
HBPZNF,5,1/5,2:06.730,88,48.29,2021-01-29,13:34:46,---
Q0N8CX,4,1/4,1:16.050,88,76.53,2021-01-29,13:32:34,---
DI6A5Q,5,1/5,2:29.780,67,34.05,2021-01-28,15:08:38,---
A79WF7,6,4/6,25.64,17,39.78,2021-01-28,15:06:00,---
MO9V6T,4,2/4,35.1,10,32.48,2021-01-28,15:03:57,---
F4YVZG,3,3/3,35.15,21,39.26,2021-01-28,15:03:17,---
LERFAH,4,2/4,1:26.460,43,47.88,2021-01-28,15:02:14,---
XJQMI7,4,3/4,56.34,39,42.6,2021-01-28,15:00:39,---
94Y8C4,5,4/5,18.07,0,0.0,2021-01-28,14:58:50,---
BZFU1T,6,2/6,1:48.130,58,42.17,2021-01-28,14:57:10,---
9BGS3Z,4,2/4,2:53.560,65,28.69,2021-01-28,14:55:16,---
QOR9ZM,7,2/7,2:33.080,66,32.14,2021-01-28,14:52:17,---
6SRMQ7,5,1/5,2:41.880,107,46.33,2021-01-28,14:47:32,---
AKV8YU,5,3/5,2:23.970,73,41.26,2021-01-28,14:44:45,---
B2EUBA,4,2/4,2:13.780,96,54.27,2021-01-28,14:42:08,---
DDZDDX,4,3/4,1:04.570,15,28.81,2021-01-28,14:39:48,---
6XTHX8,4,2/4,1:54.840,58,38.14,2021-01-28,14:37:18,---
CY4KQ2,2,1/2,37.94,27,47.44,2021-01-25,17:48:58,---
30FWC6,3,1/3,41.96,50,78.65,2021-01-25,17:48:15,---
RIFYMB,3,3/3,49.11,9,18.33,2021-01-25,17:47:25,---
NK0FFX,3,3/3,40.63,8,14.77,2021-01-25,17:11:27,---
DZ0V4E,5,2/5,2:13.290,69,36.01,2021-01-25,17:09:53,---
0X5PHT,4,2/4,1:39.340,47,39.26,2021-01-25,17:07:31,---
CCVR6R,3,1/3,47.51,57,71.98,2021-01-25,17:05:48,---
IJC32I,4,1/4,2:13.560,52,34.14,2021-01-24,18:00:42,---
P0ZG47,43,10/43,2:27.920,60,30.02,2021-01-23,22:27:25,---
CFLEUD,5,5/5,24.11,3,12.44,2021-01-23,20:24:02,---
YXF9B6,6,5/6,1:49.500,42,30.14,2021-01-22,20:31:11,---
R0570W,6,2/6,1:55.760,54,42.5,2021-01-22,10:13:07,---
8DT941,6,5/6,26.25,14,41.14,2021-01-22,10:11:06,---
DKXAYG,5,5/5,19.45,0,3.08,2021-01-22,10:10:03,---
HFDG31,5,4/5,29.22,9,26.69,2021-01-22,10:08:53,---
AYCTI2,5,1/5,2:28,75,37.3,2021-01-22,10:06:43,---
O7X3NJ,6,1/6,2:18.560,61,29.88,2021-01-22,08:42:10,---
9A7AVI,6,2/6,2:34.310,90,43.94,2021-01-22,08:39:47,---
016H4S,5,3/5,2:10.750,68,38.55,2021-01-22,08:37:03,---
WNMB2B,7,1/7,1:58.010,106,59.49,2021-01-22,08:34:01,---
R9B6S4,39,7/39,2:25.070,66,30.61,2021-01-22,05:02:31,---
0H3D1M,45,1/45,3:02.260,106,40.16,2021-01-22,04:59:25,---
Y3QXJA,43,5/43,2:52.480,95,35.83,2021-01-22,04:56:17,---
QP7DM5,46,4/46,2:58.410,77,31.61,2021-01-22,04:53:15,---
B0UBH8,46,18/46,2:18.960,67,35.84,2021-01-22,04:50:06,---
AO052S,44,7/44,2:39.210,86,39.19,2021-01-22,04:46:58,---
TN41V0,42,9/42,2:43.270,80,34.18,2021-01-22,04:43:52,---
RLWWJE,44,8/44,2:57.260,89,34.86,2021-01-22,04:40:44,---
8UPSA9,41,5/41,2:56.740,87,35.99,2021-01-22,04:37:31,---
HPW3CE,44,22/44,2:03.390,59,35.98,2021-01-22,00:59:44,---
YJ5DN9,36,4/36,2:46.580,75,32.06,2021-01-22,00:56:36,---
PCSUK9,5,5/5,13.39,0,4.48,2021-01-22,00:52:09,---
UZZW0D,5,5/5,52.16,19,36.81,2021-01-22,00:51:26,---
3WLBRG,5,2/5,1:14.280,39,41.2,2021-01-22,00:50:08,---
3Q3C3O,5,1/5,2:26.090,64,34.91,2021-01-21,22:29:09,---
DFK4AA,6,6/6,26.35,2,22.77,2021-01-21,22:26:31,---
H4Z187,7,7/7,1:17.220,27,28.75,2021-01-21,22:24:08,---
QJDL7B,5,3/5,1:37.710,55,38.07,2021-01-21,22:21:17,---
7HNJ1W,5,3/5,1:55.630,51,32.17,2021-01-21,22:19:08,---
S6PTBP,6,3/6,1:43.920,43,35.8,2021-01-21,22:16:45,---
RXYVH8,5,1/5,2:20.440,59,27.34,2021-01-21,18:29:50,---
RXJKXR,5,2/5,1:39.390,47,40.45,2021-01-21,18:27:25,---
Z7CHR3,3,1/3,1:48.990,48,29.73,2021-01-21,18:25:41,---
N09P4D,6,1/6,2:23.560,69,37.2,2021-01-21,18:23:46,---
1CLEUX,5,1/5,2:01.330,92,52.91,2021-01-21,18:21:15,---
QWBY8X,3,2/3,1:52.630,88,53.27,2021-01-21,18:19:09,---
RIHXSA,5,1/5,2:17.440,87,46.71,2021-01-21,18:17:11,---
ABOZYY,5,5/5,44.04,8,19.07,2021-01-21,18:14:50,---
KGR06C,6,4/6,1:56.030,54,43.95,2021-01-21,18:12:42,---
M0H01V,4,2/4,2:06.790,63,34.07,2021-01-21,18:10:13,---
99Z8I4,6,2/6,2:04.940,59,34.58,2021-01-21,18:08:01,---
P93X0W,6,4/6,40.36,21,32.71,2021-01-21,18:05:49,---
LEPADK,6,1/6,2:26.390,73,40.99,2021-01-21,18:02:44,---
OQIAMB,6,5/6,1:23.860,35,25.76,2021-01-21,18:00:11,---
6EF9AA,5,2/5,1:13.140,50,43.48,2021-01-21,16:16:28,---
47G91K,5,2/5,1:23.010,43,36.86,2021-01-21,16:15:07,---
7KDGSS,5,2/5,1:37.290,72,59.82,2021-01-21,16:13:39,---
AFVYTG,5,1/5,2:13.920,74,37.19,2021-01-21,16:11:52,---
UMK2K8,41,1/41,3:01.690,106,40.62,2021-01-21,04:39:50,---
VKWZGZ,40,17/40,2:11.390,83,43.84,2021-01-21,04:36:42,---
AXHBU1,42,12/42,2:22.450,98,47.6,2021-01-21,04:33:37,---
DIX9J1,39,12/39,2:25.440,112,53.63,2021-01-21,04:30:31,---
H0R46M,45,10/45,2:55.920,63,27.97,2021-01-21,04:27:20,---
6ELOUC,5,2/5,1:42.210,58,38.74,2021-01-20,19:29:26,---
PR58MS,2,2/2,45.66,2,3.94,2021-01-20,18:19:18,---
DNYTL4,4,1/4,1:19.180,29,28.04,2021-01-20,18:18:27,---
GLPLML,6,5/6,18.58,6,19.38,2021-01-20,18:17:00,---
7VLXG4,4,3/4,53.77,14,24.55,2021-01-20,18:15:34,---
DIOC5T,4,2/4,1:00.510,25,32.72,2021-01-20,18:14:23,---
B00UA4,6,1/6,1:23.390,69,52.52,2021-01-20,18:13:19,---
0MG9CL,3,3/3,42.01,19,34.28,2021-01-20,18:11:52,---
OVHA4J,4,3/4,53.21,26,33.83,2021-01-20,18:10:18,---
JHLB7F,3,1/3,1:16.950,49,41.33,2021-01-20,18:08:29,---
H7GALU,3,1/3,30.78,25,54.58,2021-01-20,18:07:08,---
OVBY9Q,2,1/2,52.6,14,27.38,2021-01-20,18:06:32,---
PEKXX0,5,1/5,1:31.410,46,31.51,2021-01-20,18:05:32,---
ZAGJW7,5,3/5,1:05.750,33,36.5,2021-01-20,18:03:54,---
R3XF9S,4,3/4,41.13,25,48.14,2021-01-20,18:01:57,---
LCYUOK,5,2/5,1:13.920,34,40.58,2021-01-20,17:59:42,---
DTU9MY,2,2/2,33.23,16,34.31,2021-01-20,17:58:25,---
PKFC9L,6,2/6,2:45.040,94,43.99,2021-01-20,14:04:30,---
3SBM9W,6,4/6,1:03.660,22,22.62,2021-01-20,14:01:41,---
QUQOXD,6,3/6,1:59.060,50,31.75,2021-01-20,13:59:13,---
81XPIM,6,2/6,2:13.820,44,30.04,2021-01-20,12:51:45,---
8OX2MZ,5,3/5,2:09.690,73,43.49,2021-01-20,12:49:27,---
6WOT2S,4,2/4,1:33.910,30,27.47,2021-01-20,10:18:16,---
QT1XYN,1,1/1,18.27,0,0.0,2021-01-19,15:42:21,---
7ZCL2Y,2,1/2,22.09,11,29.88,2021-01-19,15:41:59,---
UT8GG6,2,1/2,1:01.590,21,31.17,2021-01-19,15:41:33,---
JOYXBE,2,2/2,2:08.980,61,31.63,2021-01-19,15:40:27,---
HYZMWX,2,2/2,4.07,0,0.0,2021-01-19,15:38:14,---
4MFC8C,2,2/2,34.61,6,10.4,2021-01-19,15:37:55,---
MJLXQC,2,2/2,38.76,5,12.38,2021-01-19,15:37:16,---
DVFLC2,2,2/2,20.59,4,11.66,2021-01-19,15:36:34,---
YKTRNX,2,1/2,36.65,17,40.93,2021-01-19,15:36:09,---
XOZ4D5,2,1/2,1:34.390,62,52.12,2021-01-19,15:35:30,---
XEZ309,2,1/2,18.04,19,63.19,2021-01-19,15:33:51,---
3P019J,3,2/3,2:19.800,56,41.63,2021-01-19,15:33:29,---
AR5VFY,3,2/3,1:44.860,63,41.2,2020-05-23,15:40:28,---
LF1L2O,2,2/2,1:11.070,41,39.68,2021-01-19,15:29:14,---
AJNGEG,3,3/3,42.99,9,16.75,2021-01-19,15:27:59,---
EKAB9G,3,1/3,2:09.180,65,33.91,2021-01-19,15:26:08,---
ZMOQM5,3,1/3,1:50.520,50,38.0,2021-01-19,15:23:53,---
L9G0E3,4,3/4,1:11.590,37,33.52,2021-01-19,15:21:59,---
FXC06D,6,2/6,1:41.770,41,32.43,2021-01-19,13:05:01,---
FV94IZ,6,4/6,40.17,5,13.44,2021-01-19,13:03:12,---
CGNLKX,6,4/6,28.02,1,8.57,2021-01-19,13:00:52,---
IHUBYU,5,4/5,33.65,10,24.96,2021-01-19,12:59:56,---
4CVP7P,6,3/6,2:13.890,73,45.26,2021-01-19,12:58:41,---
WT8J7B,5,4/5,32.47,3,7.39,2021-01-19,12:56:16,---
L7EU76,6,2/6,1:58.370,47,37.0,2021-01-19,12:55:12,---
1X9D2R,6,6/6,32.6,4,27.61,2021-01-19,12:53:04,---
9S68CJ,6,5/6,1:06.900,28,34.98,2020-05-06,00:48:25,---
9GGLZJ,5,4/5,50.78,27,51.99,2021-01-19,12:48:47,---
1YAR6C,3,1/3,1:46.580,46,32.65,2021-01-18,15:18:02,---
58XGUE,5,2/5,1:07.600,14,33.73,2021-01-18,02:26:35,---
FRF7IW,5,3/5,1:19.710,40,45.92,2021-01-18,01:28:03,---
QE94VR,6,3/6,1:54.070,85,55.23,2021-01-18,01:25:32,---
DTNSE4,5,3/5,2:08.340,68,39.74,2021-01-17,17:14:54,---
9IWFFZ,6,1/6,2:21.740,86,47.83,2021-01-17,17:12:25,---
SB09Q2,6,4/6,53.98,18,26.68,2021-01-17,17:09:58,---
4N2YRK,6,5/6,57.65,14,28.1,2021-01-17,17:07:48,---
M3Z0EO,6,5/6,1:14.420,27,41.92,2021-01-17,17:04:53,---
ER4B7V,6,3/6,2:00.450,28,19.93,2021-01-17,17:02:27,---
EO4OU4,5,5/5,49.87,13,21.66,2021-01-17,17:00:11,---
GVF859,6,2/6,2:07.180,87,49.54,2021-01-17,16:58:38,---
1JWEQZ,6,3/6,1:30.080,43,38.63,2021-01-17,16:56:26,---
94WGZ5,8,2/8,2:04.960,67,47.06,2021-01-06,07:22:50,---
YGY6JJ,4,2/4,2:17.970,65,33.92,2021-01-13,20:25:02,---
PBKGQT,3,2/3,2:03.010,50,31.22,2021-01-13,20:22:38,---
L7LMGK,2,2/2,22.79,15,39.49,2021-01-13,20:20:25,---
ZW1FYO,5,1/5,1:45.590,59,40.91,2021-01-13,20:19:25,---
0M0P3V,6,3/6,1:23.990,35,31.43,2021-01-13,20:17:30,---
FC1CBO,6,2/6,2:16.700,67,35.11,2020-06-06,16:03:17,---
JY42C4,6,5/6,51.68,5,15.09,2021-01-13,20:13:04,---
0Z8QAA,4,2/4,2:26.160,47,27.91,2021-01-13,20:10:39,---
UM03GV,6,1/6,2:23.190,75,43.58,2021-01-13,20:08:00,---
BXHG2F,5,3/5,2:01.190,64,34.66,2021-01-13,14:30:22,---
NRRXSQ,4,2/4,2:05.170,67,39.79,2021-01-13,14:27:47,---
T8SQ7Y,5,1/5,1:11.370,39,37.83,2021-01-13,14:25:37,---
ZDXE7G,2,1/2,2:03.930,64,37.28,2021-01-13,13:03:09,---
OJ3I05,2,2/2,1:32.700,19,17.48,2021-01-13,13:01:01,---
D3YOAH,2,1/2,1:54.890,57,45.43,2021-01-13,12:59:24,---
M6HM5S,3,1/3,1:39.300,46,33.84,2021-01-13,12:57:25,---
4QC7KP,1,1/1,12.8,0,0.0,2021-01-13,12:55:42,---
HLL4K9,3,1/3,36.26,31,51.3,2021-01-13,12:55:22,---
Z066QD,3,3/3,1:54.030,35,29.99,2021-01-13,12:54:30,---
XACH3U,3,3/3,21.86,0,0.0,2021-01-13,12:52:10,---
6C8TNY,3,3/3,23.17,4,10.36,2021-01-13,12:50:57,---
27YFH3,4,3/4,1:03.100,23,26.62,2020-08-20,12:34:45,---
4U3JNF,6,4/6,1:29.270,32,34.95,2021-01-13,09:45:02,---
1P5T00,4,1/4,1:52.210,48,35.29,2021-01-13,09:42:19,---
HKK7I5,5,3/5,1:36.940,25,25.38,2021-01-13,09:40:16,---
WPDS80,5,3/5,1:59.110,49,34.25,2021-01-13,09:37:10,---
VBBBF6,4,2/4,2:03.810,73,45.07,2021-01-13,07:20:25,---
KZO2PU,5,1/5,2:14.280,65,40.21,2021-01-13,07:18:17,---
D157A9,5,2/5,2:14.920,72,39.13,2021-01-13,07:15:59,---
MNC427,5,4/5,36.55,10,19.7,2021-01-13,07:13:40,---
T89HH2,4,2/4,2:25.710,68,39.53,2021-01-13,07:12:28,---
9Y75N9,5,1/5,1:07.180,44,44.66,2021-01-13,07:09:58,---
WIJHG0,4,1/4,1:34.430,56,43.21,2021-01-13,07:08:46,---
42SJ7I,5,4/5,34.9,15,37.82,2021-01-13,07:07:07,---
3BXM7P,5,1/5,1:35.050,42,30.93,2021-01-13,07:05:21,---
5L91XO,4,2/4,1:39.590,33,30.73,2021-01-13,07:03:42,---
PXL9A5,6,5/6,28.54,11,23.13,2021-01-13,07:01:59,---
04QD19,5,4/5,30.38,2,7.9,2021-01-13,06:59:39,---
9RV0A5,6,1/6,2:50.930,82,34.4,2021-01-13,06:57:12,---
F6QG04,4,2/4,1:54.510,35,30.39,2021-01-13,06:54:17,---
6M9V46,5,5/5,31.26,0,1.92,2021-01-13,06:52:18,---
3EIPEC,4,3/4,2:19.240,86,46.54,2021-01-12,20:11:46,---
YO70NB,4,1/4,1:01.750,41,46.64,2021-01-12,20:09:16,---
I3RU4T,5,3/5,1:05.300,20,25.73,2021-01-12,20:08:08,---
W4DZ09,4,3/4,53.6,22,31.34,2021-01-12,20:05:53,---
7QJJ71,6,1/6,2:25.780,69,35.4,2021-01-12,20:03:30,---
